ReceiptID,WarehouseID,OrderID,TenderID,SupplierID,ReceiptDate,Level1Category,Level2Category,Level3Category,ItemCode,Remarks,UnitOfMeasure,ShapeCode,SourceCode,BatchNo,PackSize,OnHold,IsStop,ExpiryDate,PaletteID,Locator,QtyOnHand,QtyReserved,QtyAvailable,UnitCost,QtyOnHold,SalesUnit,TotalSales,PackageType,QtyPerPalette,Length_cm,Width_cm,Height_cm,Volume_cm3,TotalPallets,Weight_kg,SupplierName,SupplierAddress,Manufacturer,SupplierContact,SuppliedDate,WarehouseLocation,ProcurementFee,LPO_Number
RCPT-003607,WH-B,ORD-003607,TDR-6067,SUP-739,2024-05-27,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-2876,Refrigerated,Bottle,SQR,LOCAL,BATCH-95322,19,True,False,2026-02-13,PAL-632,LOC-B30,88,5,69,441.87,14,Box,43900.51,Cardboard,92,58,92,45,240120,1,31.61,"Smith, Johnson and Miranda","80507 Lynn Springs, Williamshaven, HI 46173",Wilson-Herman,+1-533-714-7746,2024-05-21,Main,282.42,LPO-003607
RCPT-003608,WH-A,ORD-003608,TDR-8130,SUP-508,2024-07-08,Medical Equipment,Diagnostic,Stethoscope,MED-STE-1402,Urgent,Bottle,CYL,DONATION,BATCH-50095,2,False,True,2025-12-11,PAL-652,LOC-C33,324,63,248,196.94,13,Box,53443.83,Cardboard,68,48,55,41,108240,10,16.86,"Harrington, Robinson and Henson","4410 Miller Fields Suite 077, Martinezville, TX 06563","Jones, Phillips and Potter",4645426016,2024-07-02,Cold Storage,438.14,LPO-003608
RCPT-003609,WH-B,ORD-003609,TDR-9409,SUP-871,2024-07-10,Pharmaceuticals,Vaccines,Influenza,MED-INF-7338,Refrigerated,Pack,IRR,DONATION,BATCH-51827,43,False,True,2025-10-22,PAL-343,LOC-B42,889,99,640,56.06,150,Piece,53710.46,Cardboard,26,92,19,49,85652,14,0.55,Dunn PLC,"77467 Melissa Fall Apt. 958, South Erin, GA 27530",Frey Inc,3886557846,2024-07-07,Main,229.32,LPO-003609
RCPT-003610,WH-C,ORD-003610,TDR-3214,SUP-803,2024-05-22,Consumables,Bandages,Gauze,MED-GAU-4653,Priority,Box,CYL,LOCAL,BATCH-23381,18,False,False,2025-03-27,PAL-805,LOC-B5,825,156,618,177.41,51,Box,136175.69,Plastic,73,13,43,41,22919,17,34.92,"Macdonald, Patel and Underwood","7413 Zachary Harbors Suite 901, East Amanda, NE 36244",Ramirez-Thompson,001-762-938-4103,2024-05-15,Quarantine,295.29,LPO-003610
RCPT-003611,WH-C,ORD-003611,TDR-5342,SUP-920,2024-02-19,Laboratory,Specimen Containers,Blood,MED-BLO-4174,Priority,Piece,CYL,DONATION,BATCH-28547,89,True,True,2026-08-01,PAL-260,LOC-C14,989,238,609,61.85,142,Piece,55214.87,Wooden,77,185,23,43,182965,15,0.78,Moore-Gordon,"530 Pamela Locks Suite 190, Fosterborough, OK 02878",Hinton PLC,369-395-9147,2024-02-12,Main,486.1,LPO-003611
RCPT-003612,WH-A,ORD-003612,TDR-8460,SUP-433,2025-02-04,Consumables,Syringes,10ml,MED-10M-8725,Refrigerated,Vial,RECT,DONATION,BATCH-90257,71,True,False,2026-09-20,PAL-517,LOC-A6,863,233,594,205.27,36,Piece,176246.77,Wooden,77,84,75,46,289800,14,35.04,Robinson-Hall,"832 Maxwell Views, North Belindatown, MH 43484",Cummings-Ramirez,001-664-249-9768x806,2025-02-01,Main,110.63,LPO-003612
RCPT-003613,WH-A,ORD-003613,TDR-5419,SUP-900,2025-08-07,Pharmaceuticals,Vaccines,Hepatitis B,MED-HEP-4393,Fragile,Box,IRR,DONATION,BATCH-17304,15,True,False,2027-08-03,PAL-168,LOC-A49,205,52,113,321.8,40,Carton,76680.5,Wooden,88,157,39,15,91845,5,19.22,Lee Group,"2821 Jonathan Stravenue, Jaclynfort, AR 44892","Graham, White and Guerra",001-403-426-7573,2025-08-04,Main,312.33,LPO-003613
RCPT-003614,WH-C,ORD-003614,TDR-9562,SUP-349,2023-12-30,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-5001,,Box,CYL,LOCAL,BATCH-88195,74,False,False,2025-01-02,PAL-285,LOC-B38,723,114,481,292.47,128,Carton,186922.96,Plastic,59,64,17,50,54400,17,16.67,Rodriguez-Peterson,"33233 Amy Point Suite 998, South Veronicaside, DC 27659","Carr, Brown and Powell",315.717.1933,2023-12-26,Cold Storage,458.3,LPO-003614
RCPT-003615,WH-A,ORD-003615,TDR-6569,SUP-694,2025-05-26,Consumables,Gloves,Vinyl,MED-VIN-3504,Priority,Vial,IRR,IMPORT,BATCH-59491,38,True,False,2027-02-24,PAL-285,LOC-A49,736,104,577,403.75,55,Piece,321219.27,Cardboard,11,107,79,15,126795,15,33.86,Charles Inc,"350 Miller Divide Apt. 411, New Claire, VI 93324","Mcdaniel, Rush and Cantu",(748)529-7284,2025-05-25,Dispatch,180.71,LPO-003615
RCPT-003616,WH-B,ORD-003616,TDR-2637,SUP-596,2025-10-30,Consumables,Bandages,Gauze,MED-GAU-5014,Urgent,Bottle,SQR,DONATION,BATCH-63879,59,False,False,2026-05-28,PAL-271,LOC-A31,175,32,121,288.41,22,Carton,52888.54,Wooden,77,115,79,44,399740,5,43.54,Perez PLC,"806 Hall Station, Burkeside, SD 62449",Schmidt PLC,7279054913,2025-10-23,Main,214.69,LPO-003616
RCPT-003617,WH-B,ORD-003617,TDR-7135,SUP-420,2025-04-22,Consumables,Masks,Cloth,MED-CLO-4059,Fragile,Box,IRR,DONATION,BATCH-64603,78,False,False,2027-03-27,PAL-254,LOC-A28,312,65,240,53.64,7,Carton,17056.64,Plastic,11,58,10,30,17400,19,40.94,White Inc,"0251 Williams Ramp Apt. 313, Wardville, NJ 91379","Hancock, Moore and Shelton",490-666-7389x2823,2025-04-21,Main,236.66,LPO-003617
RCPT-003618,WH-B,ORD-003618,TDR-6709,SUP-888,2025-03-02,Laboratory,Reagents,Immunology,MED-IMM-4056,Fragile,Vial,CYL,DONATION,BATCH-48890,74,False,True,2026-01-19,PAL-489,LOC-B30,235,16,213,422.89,6,Piece,107320.71,Cardboard,37,86,59,26,131924,16,12.33,Terry-Spence,"1064 Timothy Village, South Tinabury, IA 04782","Valencia, Gibbs and Acosta",631-883-7976x179,2025-02-23,Main,113.5,LPO-003618
RCPT-003619,WH-C,ORD-003619,TDR-7880,SUP-394,2024-08-05,Medical Equipment,Diagnostic,Stethoscope,MED-STE-6245,Priority,Bottle,IRR,LOCAL,BATCH-64970,27,False,False,2026-05-10,PAL-129,LOC-A11,680,40,536,460.62,104,Box,284134.69,Plastic,35,118,83,7,68558,4,15.48,"Johnson, Butler and Foster","8654 Andrews Park Suite 551, Mcknightmouth, WA 44606",Miller-Moran,001-542-409-7013,2024-07-31,Cold Storage,153.9,LPO-003619
RCPT-003620,WH-B,ORD-003620,TDR-9990,SUP-594,2024-11-09,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-8788,Urgent,Pack,RECT,LOCAL,BATCH-47604,50,False,False,2026-05-11,PAL-244,LOC-B29,578,110,357,196.43,111,Carton,112192.37,Plastic,89,140,69,5,48300,9,2.87,Rangel-Marsh,"1961 Ruth Tunnel Suite 704, Alexanderchester, AR 93376",Chavez PLC,+1-337-524-4145x6951,2024-11-03,Dispatch,367.25,LPO-003620
RCPT-003621,WH-C,ORD-003621,TDR-4663,SUP-899,2025-07-31,Consumables,Bandages,Elastic,MED-ELA-9779,Priority,Bottle,CYL,LOCAL,BATCH-46945,17,False,True,2026-05-17,PAL-982,LOC-B14,490,48,372,280.35,70,Box,133536.66,Cardboard,96,131,53,37,256891,7,21.95,Montoya Inc,"4376 Rachel Trail Suite 404, Lake Danaton, MO 62841","Phillips, Mcbride and Li",878.286.1276x9259,2025-07-30,Quarantine,39.62,LPO-003621
RCPT-003622,WH-B,ORD-003622,TDR-3168,SUP-176,2024-05-06,Laboratory,Specimen Containers,Urine,MED-URI-8728,Urgent,Vial,SQR,LOCAL,BATCH-30802,74,True,False,2025-08-14,PAL-239,LOC-C29,524,109,319,373.08,96,Piece,156977.12,Cardboard,98,148,56,21,174048,18,48.67,"Rowland, Walker and Pierce","64005 Brandon Land, Greenshire, FL 79898","Keller, Morales and Mitchell",001-336-531-8559x8122,2024-05-01,Cold Storage,498.36,LPO-003622
RCPT-003623,WH-A,ORD-003623,TDR-1604,SUP-884,2025-04-26,Medical Equipment,Monitoring,Glucometer,MED-GLU-9182,Refrigerated,Piece,CYL,LOCAL,BATCH-30503,86,False,False,2026-08-24,PAL-116,LOC-A17,262,8,244,87.94,10,Piece,22921.89,Plastic,57,183,55,48,483120,5,37.96,Thomas Ltd,"77480 Joann Pine, South Tami, OK 48362","Love, Marsh and White",(990)434-3145x692,2025-04-22,Dispatch,113.1,LPO-003623
RCPT-003624,WH-B,ORD-003624,TDR-4531,SUP-900,2024-05-08,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-7282,Priority,Pack,SQR,LOCAL,BATCH-67632,83,True,True,2025-04-22,PAL-576,LOC-B14,477,51,342,79.75,84,Piece,36862.7,Wooden,53,101,32,34,109888,6,15.8,"Johnson, Brown and Ball","5459 Chad Trail, East Angel, WA 71839","Kelley, Cooper and Cantu",938.258.1107x53714,2024-05-06,Dispatch,266.92,LPO-003624
RCPT-003625,WH-B,ORD-003625,TDR-5878,SUP-168,2025-07-12,Laboratory,Reagents,Biochemical,MED-BIO-7962,Urgent,Box,SQR,IMPORT,BATCH-91123,85,True,False,2027-06-26,PAL-753,LOC-A19,183,47,100,219.74,36,Box,37525.12,Cardboard,55,148,34,49,246568,7,39.61,Mitchell-Taylor,"9879 Armstrong Highway Apt. 641, East Amychester, MI 86358","Park, Hernandez and Bauer",001-560-330-4675x102,2025-07-05,Dispatch,306.3,LPO-003625
RCPT-003626,WH-C,ORD-003626,TDR-8186,SUP-846,2024-12-02,Consumables,Gloves,Latex,MED-LAT-2327,Fragile,Pack,SQR,LOCAL,BATCH-50337,54,False,False,2026-08-29,PAL-875,LOC-B5,588,49,521,287.72,18,Box,157034.83,Plastic,40,38,57,22,47652,18,14.36,Hartman-Mcguire,"USNV Patton, FPO AE 85923",Rivera and Sons,(333)797-9523,2024-11-25,Main,239.88,LPO-003626
RCPT-003627,WH-B,ORD-003627,TDR-1848,SUP-952,2024-05-22,Consumables,Bandages,Crepe,MED-CRE-4789,Refrigerated,Vial,SQR,DONATION,BATCH-33602,22,True,True,2026-02-07,PAL-774,LOC-B27,967,240,657,85.73,70,Piece,73553.05,Wooden,75,197,88,19,329384,8,33.41,"Turner, Jackson and Waters","811 Adam Stravenue, Bryanburgh, WA 27036","Perez, Luna and Khan",(306)499-0725x8842,2024-05-17,Main,460.42,LPO-003627
RCPT-003628,WH-A,ORD-003628,TDR-3340,SUP-784,2025-06-14,Consumables,Gloves,Vinyl,MED-VIN-2504,Fragile,Bottle,RECT,DONATION,BATCH-71347,71,True,False,2026-08-27,PAL-544,LOC-C32,594,104,422,189.78,68,Box,127214.99,Cardboard,64,43,67,14,40334,14,22.25,Macdonald PLC,"9724 Roberts Islands, Lake Chris, FL 17431",Barron-Browning,001-512-818-7618x634,2025-06-11,Quarantine,444.01,LPO-003628
RCPT-003629,WH-A,ORD-003629,TDR-5847,SUP-347,2025-04-02,Pharmaceuticals,Antibiotics,Azithromycin,MED-AZI-2342,Refrigerated,Pack,IRR,DONATION,BATCH-80152,87,False,True,2026-01-25,PAL-738,LOC-B21,204,25,174,326.05,5,Box,75544.57,Cardboard,57,105,78,26,212940,3,32.16,Wagner PLC,"02365 Jones Ways, Port Miguel, KY 42847",Harvey-Perez,001-366-828-9365x86473,2025-03-31,Cold Storage,435.79,LPO-003629
RCPT-003630,WH-A,ORD-003630,TDR-1960,SUP-425,2025-12-24,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-3754,Urgent,Vial,SQR,LOCAL,BATCH-57884,87,True,False,2027-07-29,PAL-903,LOC-B31,501,43,427,125.85,31,Carton,69670.35,Wooden,89,11,63,24,16632,15,45.58,Perez-Berger,"1316 Nicholas Rue Suite 093, Port Gordon, MS 06712","Barnett, Miller and Chapman",+1-443-407-6762x33726,2025-12-20,Main,483.3,LPO-003630
RCPT-003631,WH-C,ORD-003631,TDR-5862,SUP-397,2024-08-24,Laboratory,Test Kits,COVID-19,MED-COV-3851,Refrigerated,Vial,RECT,LOCAL,BATCH-81963,39,False,True,2026-10-16,PAL-225,LOC-A30,945,179,646,111.07,120,Piece,111872.93,Wooden,33,196,27,43,227556,9,6.36,Wu LLC,"98295 Hart Turnpike, Robertsonbury, MH 21245",Cowan LLC,489.355.0968x94564,2024-08-17,Cold Storage,321.33,LPO-003631
RCPT-003632,WH-B,ORD-003632,TDR-1392,SUP-432,2025-07-07,Laboratory,Test Kits,COVID-19,MED-COV-1451,Refrigerated,Piece,SQR,DONATION,BATCH-98809,45,False,False,2028-04-23,PAL-118,LOC-B16,767,177,496,385.82,94,Carton,264441.73,Plastic,69,66,58,26,99528,7,11.55,"Lewis, Carter and Martinez","260 William Trail, Lake Michelle, IN 15088","Spears, Robinson and Robbins",960-283-2450x495,2025-07-02,Quarantine,357.24,LPO-003632
RCPT-003633,WH-A,ORD-003633,TDR-1414,SUP-365,2025-09-06,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-1563,Refrigerated,Vial,SQR,DONATION,BATCH-81326,12,True,False,2027-10-25,PAL-231,LOC-C3,617,125,469,343.1,23,Carton,207850.81,Wooden,61,47,87,10,40890,14,35.92,Wilson and Sons,"USNS Medina, FPO AA 98555","Lynch, Quinn and Wells",(834)279-2750x6588,2025-08-30,Dispatch,493.05,LPO-003633
RCPT-003634,WH-C,ORD-003634,TDR-8816,SUP-486,2025-09-21,Medical Equipment,Diagnostic,Stethoscope,MED-STE-2423,,Bottle,CYL,IMPORT,BATCH-69613,43,False,False,2026-05-11,PAL-126,LOC-C29,675,123,418,392.05,134,Box,271732.92,Cardboard,69,24,62,41,61008,20,5.86,Hill-Farley,"36454 Jeanette Via, Port Tammy, GU 21742",Kim Ltd,821-259-7557,2025-09-15,Main,244.66,LPO-003634
RCPT-003635,WH-B,ORD-003635,TDR-9774,SUP-475,2024-01-07,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-9812,Fragile,Piece,IRR,IMPORT,BATCH-81244,2,True,True,2026-05-02,PAL-695,LOC-A11,534,64,406,34.68,64,Carton,18951.76,Wooden,73,118,92,20,217120,14,44.38,"Johnson, Rogers and Patrick","34240 Cobb Burg, Webbfort, MP 45925","Alvarez, Watson and Jenkins",+1-494-784-6483x149,2024-01-06,Main,164.28,LPO-003635
RCPT-003636,WH-C,ORD-003636,TDR-9681,SUP-849,2024-10-24,Medical Equipment,Monitoring,Glucometer,MED-GLU-5824,Refrigerated,Bottle,CYL,DONATION,BATCH-85995,6,False,True,2027-09-30,PAL-310,LOC-B44,806,44,741,243.81,21,Piece,176254.99,Cardboard,34,175,92,27,434700,20,49.26,Thompson-Garcia,"8308 Jennifer Hills, Shafferburgh, WY 37761",Brown-Fritz,700.887.2741x37245,2024-10-17,Quarantine,498.96,LPO-003636
RCPT-003637,WH-A,ORD-003637,TDR-3708,SUP-217,2024-11-30,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-8553,Priority,Vial,SQR,LOCAL,BATCH-29250,22,True,False,2025-11-17,PAL-217,LOC-A9,297,35,259,455.89,3,Carton,135847.98,Plastic,20,44,51,12,26928,2,0.28,Lindsey-Ford,"924 Vazquez Station Suite 658, West Brianaville, WY 52113",Williams-Rodgers,+1-825-628-9805x12532,2024-11-24,Dispatch,188.24,LPO-003637
RCPT-003638,WH-B,ORD-003638,TDR-2928,SUP-389,2025-04-05,Laboratory,Test Kits,COVID-19,MED-COV-6983,Fragile,Bottle,CYL,LOCAL,BATCH-40112,33,True,True,2026-12-02,PAL-888,LOC-A47,976,16,768,468.07,192,Carton,446006.89,Plastic,100,68,93,33,208692,19,37.5,Washington Ltd,"181 Debra Views, Jonesberg, IL 78082",Barber PLC,001-559-248-2981x2804,2025-03-29,Dispatch,21.99,LPO-003638
RCPT-003639,WH-C,ORD-003639,TDR-4915,SUP-158,2025-11-07,Laboratory,Test Kits,HIV,MED-HIV-5183,,Bottle,SQR,DONATION,BATCH-76707,83,False,True,2026-12-10,PAL-644,LOC-C12,166,18,120,264.02,28,Box,45671.58,Cardboard,63,95,66,34,213180,6,44.62,"Walker, Parker and Allen","USCGC Brooks, FPO AP 65799",Hoffman PLC,869.428.3022x4509,2025-11-02,Main,398.91,LPO-003639
RCPT-003640,WH-C,ORD-003640,TDR-8719,SUP-400,2025-02-06,Pharmaceuticals,Analgesics,Aspirin,MED-ASP-4435,Urgent,Piece,CYL,LOCAL,BATCH-55934,63,False,False,2026-09-18,PAL-117,LOC-C22,793,210,494,171.24,89,Box,162002.26,Plastic,74,70,89,5,31150,10,11.98,Price-Lopez,"680 Janet Expressway, Brettmouth, HI 73139","Hardy, Walker and Jones",755-243-1489,2025-01-31,Quarantine,254.04,LPO-003640
RCPT-003641,WH-A,ORD-003641,TDR-2026,SUP-684,2025-10-23,Pharmaceuticals,Antibiotics,Ciprofloxacin,MED-CIP-7555,Refrigerated,Pack,CYL,IMPORT,BATCH-37804,22,False,False,2027-05-11,PAL-142,LOC-C35,230,45,178,365.13,7,Box,90483.44,Wooden,12,74,71,25,131350,2,21.59,Warner-Castro,"6307 Flores Ridges, North Nicoleville, NH 15991","Boyle, Evans and Obrien",001-906-299-0364x98562,2025-10-21,Main,196.88,LPO-003641
RCPT-003642,WH-A,ORD-003642,TDR-9249,SUP-784,2025-08-30,Pharmaceuticals,Vaccines,COVID-19,MED-COV-1846,Fragile,Pack,SQR,LOCAL,BATCH-87846,73,True,False,2027-06-17,PAL-261,LOC-B6,674,104,544,288.99,26,Carton,186890.26,Plastic,87,14,77,30,32340,7,35.6,Pratt Group,"272 Erickson Mission Suite 464, West Stephanie, KS 92845",Morgan-Williams,001-429-316-2136x235,2025-08-29,Quarantine,274.89,LPO-003642
RCPT-003643,WH-B,ORD-003643,TDR-4625,SUP-472,2025-05-21,Pharmaceuticals,Analgesics,Paracetamol,MED-PAR-4656,,Box,SQR,DONATION,BATCH-25076,36,False,True,2026-04-04,PAL-270,LOC-C19,892,175,711,16.51,6,Carton,14948.78,Cardboard,35,35,40,13,18200,11,22.51,Arias Ltd,"61889 Collins Curve Suite 090, Warrenberg, AS 76347","Benson, Williams and Mckay",(683)239-9395,2025-05-20,Cold Storage,315.43,LPO-003643
RCPT-003644,WH-C,ORD-003644,TDR-1622,SUP-249,2024-05-26,Consumables,Bandages,Crepe,MED-CRE-4804,Urgent,Piece,RECT,IMPORT,BATCH-27654,36,False,False,2026-03-25,PAL-979,LOC-B28,797,212,444,162.29,141,Carton,108741.44,Plastic,45,138,67,17,157182,18,39.9,Williams-Mayo,"63815 Jennifer Villages, Lake Julianview, NM 43870",Lopez-Simmons,001-461-239-4843x497,2024-05-24,Cold Storage,472.95,LPO-003644
RCPT-003645,WH-B,ORD-003645,TDR-9081,SUP-413,2025-01-11,Consumables,Masks,Cloth,MED-CLO-5900,Refrigerated,Piece,CYL,LOCAL,BATCH-23749,75,False,True,2026-04-07,PAL-541,LOC-C13,467,123,290,436.64,54,Box,185218.77,Cardboard,26,50,46,21,48300,6,25.56,Owen-Johnson,"PSC 0836, Box 1592, APO AE 98693",Garcia-Bruce,001-631-671-8890x696,2025-01-06,Dispatch,442.25,LPO-003645
RCPT-003646,WH-B,ORD-003646,TDR-9899,SUP-819,2025-10-21,Medical Equipment,Therapeutic,Oxygen Concentrator,MED-OXY-7938,,Bottle,RECT,IMPORT,BATCH-51134,77,True,True,2027-05-11,PAL-401,LOC-C48,507,127,313,115.37,67,Carton,52378.87,Cardboard,84,188,72,36,487296,9,22.4,Bartlett-Huffman,"0482 Anne Inlet Apt. 134, New Kenneth, OH 16903",Miller Group,(453)933-9712,2025-10-19,Main,107.45,LPO-003646
RCPT-003647,WH-B,ORD-003647,TDR-5043,SUP-117,2025-11-19,Medical Equipment,Monitoring,Glucometer,MED-GLU-9237,Fragile,Bottle,RECT,LOCAL,BATCH-84126,7,False,True,2028-08-08,PAL-600,LOC-C15,46,0,40,202.54,6,Piece,9143.73,Wooden,48,138,32,28,123648,7,39.11,"Sims, Sanders and Shepard","2428 Hunter Harbors, Lake Williamview, MS 19213",Stephenson Inc,(729)270-6443x29575,2025-11-15,Dispatch,171.92,LPO-003647
RCPT-003648,WH-A,ORD-003648,TDR-3182,SUP-738,2024-08-05,Pharmaceuticals,Antivirals,Oseltamivir,MED-OSE-2390,Refrigerated,Bottle,CYL,LOCAL,BATCH-35493,56,False,False,2026-04-04,PAL-312,LOC-A18,948,239,608,209.17,101,Carton,237873.1,Plastic,70,29,97,42,118146,11,48.4,Huerta-Osborne,"38886 Mcintosh Square Suite 717, Armstrongbury, MH 75603","Fisher, Smith and Landry",6877693878,2024-07-31,Dispatch,132.26,LPO-003648
RCPT-003649,WH-B,ORD-003649,TDR-3535,SUP-656,2024-07-14,Consumables,Bandages,Crepe,MED-CRE-1208,Refrigerated,Piece,RECT,LOCAL,BATCH-76380,55,True,True,2025-12-26,PAL-535,LOC-B20,882,28,787,337.26,67,Piece,304580.26,Cardboard,45,16,94,28,42112,13,15.86,"Butler, Smith and Brooks","3891 Brianna Mountain Suite 437, East Joshua, GA 31674",Delgado PLC,+1-664-519-9687,2024-07-08,Main,142.79,LPO-003649
RCPT-003650,WH-A,ORD-003650,TDR-5515,SUP-338,2025-01-07,Consumables,Syringes,5ml,MED-5ML-2651,Fragile,Vial,RECT,DONATION,BATCH-63518,36,False,True,2026-01-16,PAL-270,LOC-A43,107,15,92,274.48,0,Piece,33386.61,Cardboard,96,193,59,12,136644,16,3.19,"King, White and Glass","4414 David Center Suite 580, Kellyburgh, WI 31603","Rice, Hanson and Hines",(379)891-6484x7361,2024-12-31,Quarantine,422.18,LPO-003650
RCPT-003651,WH-C,ORD-003651,TDR-3513,SUP-394,2025-02-26,Consumables,Syringes,10ml,MED-10M-6103,Refrigerated,Bottle,IRR,LOCAL,BATCH-61045,14,False,False,2027-11-20,PAL-234,LOC-A38,950,235,686,31.76,29,Piece,28048.2,Wooden,21,183,47,15,129015,3,15.35,Harris-Johnson,"24287 Kimberly Mount Apt. 290, Weaverburgh, MH 98812",Golden-Williams,001-823-385-1020x719,2025-02-25,Quarantine,253.14,LPO-003651
RCPT-003652,WH-A,ORD-003652,TDR-5681,SUP-236,2025-09-30,Consumables,Masks,Surgical,MED-SUR-7387,Urgent,Pack,CYL,LOCAL,BATCH-39591,53,True,True,2026-04-04,PAL-677,LOC-B29,755,145,527,265.39,83,Piece,166778.01,Wooden,98,87,15,23,30015,12,10.44,"Olson, Lee and Bond","PSC 6836, Box 3040, APO AE 97007",Daniels-Jones,001-922-905-0029x66996,2025-09-24,Cold Storage,368.67,LPO-003652
RCPT-003653,WH-B,ORD-003653,TDR-5717,SUP-733,2025-07-05,Pharmaceuticals,Vaccines,Influenza,MED-INF-4857,,Pack,RECT,LOCAL,BATCH-37992,26,False,True,2026-08-24,PAL-309,LOC-B3,387,37,273,162.76,77,Carton,69078.01,Wooden,85,94,79,17,126242,13,13.44,"Moss, Baker and Carlson","7249 April Bypass, Brianberg, UT 66206","Friedman, Garza and Gardner",398.223.2368x1395,2025-07-03,Main,33.73,LPO-003653
RCPT-003654,WH-C,ORD-003654,TDR-8244,SUP-693,2024-01-03,Pharmaceuticals,Antibiotics,Amoxicillin,MED-AMO-4076,Refrigerated,Bottle,CYL,IMPORT,BATCH-71658,62,False,True,2026-10-27,PAL-762,LOC-B13,19,4,15,235.71,0,Piece,4782.97,Plastic,84,101,12,8,9696,2,38.07,Carr LLC,"862 Acevedo Trail, Perezberg, MD 14859",Adams and Sons,+1-686-847-9143,2023-12-27,Dispatch,178.25,LPO-003654
RCPT-003655,WH-C,ORD-003655,TDR-3970,SUP-607,2025-11-13,Medical Equipment,Monitoring,Pulse Oximeter,MED-PUL-8144,,Piece,CYL,LOCAL,BATCH-33098,88,True,False,2027-03-04,PAL-617,LOC-C19,283,71,204,115.1,8,Box,38099.17,Wooden,61,184,90,47,778320,2,49.65,"Payne, Hardin and Chang","48794 Harmon Viaduct Apt. 117, Josephland, WA 50149",Clay Inc,418.856.2571,2025-11-10,Quarantine,439.37,LPO-003655
RCPT-003656,WH-C,ORD-003656,TDR-6815,SUP-561,2025-12-27,Consumables,Bandages,Crepe,MED-CRE-8570,,Bottle,CYL,IMPORT,BATCH-39281,12,True,True,2028-07-23,PAL-228,LOC-A41,35,8,26,466.29,1,Carton,17327.19,Plastic,48,143,77,6,66066,4,35.93,Bean Group,"22778 Olivia Street, Hernandezberg, CT 04107",Arnold-Thornton,+1-289-995-5285x76769,2025-12-20,Quarantine,357.62,LPO-003656
RCPT-003657,WH-B,ORD-003657,TDR-8469,SUP-236,2025-11-12,Pharmaceuticals,Analgesics,Paracetamol,MED-PAR-1225,Refrigerated,Piece,RECT,LOCAL,BATCH-63638,92,False,True,2027-04-10,PAL-378,LOC-C9,423,9,400,364.32,14,Piece,123311.25,Wooden,87,37,71,41,107707,7,17.59,Schmitt-Vazquez,"882 Madeline Plains, East John, MS 25511",Ramsey-Butler,(260)291-2072x0388,2025-11-09,Dispatch,234.54,LPO-003657
RCPT-003658,WH-A,ORD-003658,TDR-7059,SUP-201,2024-02-18,Medical Equipment,Diagnostic,Thermometer,MED-THE-5481,Fragile,Box,CYL,DONATION,BATCH-99606,46,False,True,2025-10-20,PAL-433,LOC-A48,171,4,162,53.24,5,Carton,8694.28,Cardboard,100,75,68,6,30600,3,40.01,Harris-Palmer,"42359 Haley Coves Apt. 770, New Jamiestad, KS 47010","Cruz, Brown and Stephens",(399)802-0830,2024-02-14,Dispatch,397.64,LPO-003658
RCPT-003659,WH-B,ORD-003659,TDR-3110,SUP-169,2024-12-19,Consumables,Gloves,Vinyl,MED-VIN-2144,Priority,Bottle,CYL,IMPORT,BATCH-18680,68,True,False,2026-05-27,PAL-373,LOC-B9,426,118,251,302.78,57,Piece,105553.41,Cardboard,25,68,60,44,179520,15,2.83,"Brown, Haley and Brown","50933 Velez Cliffs Suite 045, Jonesstad, GA 51917",Stafford Inc,5828111787,2024-12-17,Cold Storage,381.58,LPO-003659
RCPT-003660,WH-C,ORD-003660,TDR-8896,SUP-989,2024-11-27,Medical Equipment,Therapeutic,Nebulizer,MED-NEB-2311,Urgent,Vial,SQR,DONATION,BATCH-62042,23,False,False,2025-05-30,PAL-206,LOC-B38,746,49,695,124.18,2,Piece,106807.13,Plastic,15,21,66,29,40194,18,29.76,Hoffman-Turner,"2173 Alvin Tunnel Suite 966, New Matthewfurt, FM 49732",Blake PLC,(999)383-6390,2024-11-25,Quarantine,204.08,LPO-003660
RCPT-003661,WH-C,ORD-003661,TDR-2242,SUP-376,2024-12-10,Pharmaceuticals,Antibiotics,Azithromycin,MED-AZI-5208,Urgent,Pack,IRR,IMPORT,BATCH-42624,67,False,True,2026-02-18,PAL-301,LOC-B26,706,81,574,104.87,51,Box,67797.88,Wooden,49,146,94,23,315652,13,16.69,"Perez, Kaiser and Carter","2271 John Mount Apt. 912, Johnsonton, MN 92163",Rogers Inc,001-306-624-3285x289,2024-12-03,Cold Storage,417.38,LPO-003661
